Metal,Stage,Reagent,Value
"Lithium, brine - carbonate",Concentration,"limestone, crushed, washed",0.0
"Lithium, brine - carbonate",Concentration,disodium disulphite,0.0
"Lithium, brine - carbonate",Concentration,"nitric acid, without water, in 50% solution state",0.0
"Lithium, brine - carbonate",Concentration,hydrogen fluoride,0.0
"Lithium, brine - carbonate",Concentration,"nitrogen, liquid",0.0
"Lithium, brine - carbonate",Concentration,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Lithium, brine - carbonate",Concentration,iron sulfate,0.0
"Lithium, brine - carbonate",Concentration,"aluminium sulfate, powder",0.0
"Lithium, brine - carbonate",Concentration,"chlorine, liquid",0.0
"Lithium, brine - carbonate",Concentration,"chlorine, gaseous",0.0
"Lithium, brine - carbonate",Concentration,"iron (III) chloride, without water, in 40% solution state",0.0
"Lithium, brine - carbonate",Concentration,"lime, hydrated, packed",0.0
"Lithium, brine - carbonate",Concentration,sodium hydrogen sulfite,0.0
"Lithium, brine - carbonate",Concentration,sodium pyrophosphate,0.0
"Lithium, brine - carbonate",Concentration,"ammonia, anhydrous, liquid",0.0
"Lithium, brine - carbonate",Concentration,hydrogen sulfide,0.0
"Lithium, brine - carbonate",Concentration,"oxygen, liquid",0.0
"Lithium, brine - carbonate",Concentration,formaldehyde,0.0
"Lithium, brine - carbonate",Concentration,"hydrogen, gaseous, medium pressure, merchant",0.0
"Lithium, brine - carbonate",Concentration,naphthalene sulfonic acid,0.0
"Lithium, brine - carbonate",Concentration,"sodium chloride, powder",0.0
"Lithium, brine - carbonate",Concentration,"sodium sulfate, anhydrite",0.0
"Lithium, brine - carbonate",Concentration,"sulfur dioxide, liquid",0.0
"Lithium, brine - carbonate",Concentration,coal tar,0.0
"Lithium, brine - carbonate",Refining,"neutralising agent, sodium hydroxide-equivalent",0.0
"Lithium, brine - carbonate",Refining,"hydrochloric acid, without water, in 30% solution state",0.0
"Lithium, brine - carbonate",Refining,"soda ash, light",0.9203496245185321
"Lithium, brine - carbonate",Refining,"quicklime, milled, packed",0.0
"Lithium, brine - carbonate",Refining,sulfuric acid,0.0
"Lithium, brine - carbonate",Refining,"sodium hydroxide, without water, in 50% solution state",0.0
"Lithium, brine - carbonate",Refining,"quicklime, milled, loose",0.0
"Lithium, brine - carbonate",Refining,"hydrogen peroxide, without water, in 50% solution state",0.0
"Lithium, brine - carbonate",Refining,"carbon dioxide, liquid",0.0
"Lithium, brine - carbonate",Refining,bentonite,0.0
"Lithium, brine - carbonate",Refining,sulfur,0.0
"Lithium, brine - carbonate",Refining,magnesium oxide,0.0
"Lithium, brine - carbonate",Refining,"limestone, crushed, for mill",0.0
"Lithium, brine - carbonate",Refining,"lime, hydraulic",0.0
"Lithium, brine - carbonate",Refining,"soda ash, dense",0.0
"Lithium, brine - carbonate",Refining,ammonium bicarbonate,0.0
"Lithium, brine - carbonate",Refining,lime,0.0
"Lithium, brine - carbonate",Refining,"limestone, crushed, washed",0.0
"Lithium, brine - carbonate",Refining,disodium disulphite,0.0
"Lithium, brine - carbonate",Refining,"nitric acid, without water, in 50% solution state",0.0
"Lithium, brine - carbonate",Refining,hydrogen fluoride,0.0
"Lithium, brine - carbonate",Refining,"nitrogen, liquid",0.0
"Lithium, brine - carbonate",Refining,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Lithium, brine - carbonate",Refining,iron sulfate,0.0
"Lithium, brine - carbonate",Refining,"aluminium sulfate, powder",0.0
"Lithium, brine - carbonate",Refining,"chlorine, liquid",0.0
"Lithium, brine - carbonate",Refining,"chlorine, gaseous",0.0
"Lithium, brine - carbonate",Refining,"iron (III) chloride, without water, in 40% solution state",0.0
"Lithium, brine - carbonate",Refining,"lime, hydrated, packed",0.0
"Lithium, brine - carbonate",Refining,sodium hydrogen sulfite,0.0
"Lithium, brine - carbonate",Refining,sodium pyrophosphate,0.0
"Lithium, brine - carbonate",Refining,"ammonia, anhydrous, liquid",0.0
"Lithium, brine - carbonate",Refining,hydrogen sulfide,0.0
"Lithium, brine - carbonate",Refining,"oxygen, liquid",0.0
"Lithium, brine - carbonate",Refining,formaldehyde,0.0
"Lithium, brine - carbonate",Refining,"hydrogen, gaseous, medium pressure, merchant",0.0
"Lithium, brine - carbonate",Refining,naphthalene sulfonic acid,0.0
"Lithium, brine - carbonate",Refining,"sodium chloride, powder",0.0
"Lithium, brine - carbonate",Refining,"sodium sulfate, anhydrite",0.0
"Lithium, brine - carbonate",Refining,"sulfur dioxide, liquid",0.0
"Lithium, brine - carbonate",Refining,coal tar,0.0
"Graphite, natural",Mining,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, natural",Mining,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, natural",Mining,"soda ash, light",0.0
"Graphite, natural",Mining,"quicklime, milled, packed",0.0
"Graphite, natural",Mining,sulfuric acid,0.0
"Graphite, natural",Mining,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, natural",Mining,"quicklime, milled, loose",0.0
"Graphite, natural",Mining,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, natural",Mining,"carbon dioxide, liquid",0.0
"Graphite, natural",Mining,bentonite,0.0
"Graphite, natural",Mining,sulfur,0.0
"Graphite, natural",Mining,magnesium oxide,0.0
"Graphite, natural",Mining,"limestone, crushed, for mill",0.0
"Graphite, natural",Mining,"lime, hydraulic",0.0
"Graphite, natural",Mining,"soda ash, dense",0.0
"Graphite, natural",Mining,ammonium bicarbonate,0.0
"Graphite, natural",Mining,lime,0.0
"Graphite, natural",Mining,"limestone, crushed, washed",0.0
"Graphite, natural",Mining,disodium disulphite,0.0
"Graphite, natural",Mining,"nitric acid, without water, in 50% solution state",0.0
"Graphite, natural",Mining,hydrogen fluoride,0.0
"Graphite, natural",Mining,"nitrogen, liquid",0.0
"Graphite, natural",Mining,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, natural",Mining,iron sulfate,0.0
"Graphite, natural",Mining,"aluminium sulfate, powder",0.0
"Graphite, natural",Mining,"chlorine, liquid",0.0
"Graphite, natural",Mining,"chlorine, gaseous",0.0
"Graphite, natural",Mining,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, natural",Mining,"lime, hydrated, packed",0.0
"Graphite, natural",Mining,sodium hydrogen sulfite,0.0
"Graphite, natural",Mining,sodium pyrophosphate,0.0
"Graphite, natural",Mining,"ammonia, anhydrous, liquid",0.0
"Graphite, natural",Mining,hydrogen sulfide,0.0
"Graphite, natural",Mining,"oxygen, liquid",0.0
"Graphite, natural",Mining,formaldehyde,0.0
"Graphite, natural",Mining,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, natural",Mining,naphthalene sulfonic acid,0.0
"Graphite, natural",Mining,"sodium chloride, powder",0.0
"Graphite, natural",Mining,"sodium sulfate, anhydrite",0.0
"Graphite, natural",Mining,"sulfur dioxide, liquid",0.0
"Graphite, natural",Mining,coal tar,0.0
"Graphite, natural",Concentration,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, natural",Concentration,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, natural",Concentration,"soda ash, light",0.0
"Graphite, natural",Concentration,"quicklime, milled, packed",0.0
"Graphite, natural",Concentration,sulfuric acid,0.0
"Graphite, natural",Concentration,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, natural",Concentration,"quicklime, milled, loose",0.0
"Graphite, natural",Concentration,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, natural",Concentration,"carbon dioxide, liquid",0.0
"Graphite, natural",Concentration,bentonite,0.0
"Graphite, natural",Concentration,sulfur,0.0
"Graphite, natural",Concentration,magnesium oxide,0.0
"Graphite, natural",Concentration,"limestone, crushed, for mill",0.0
"Graphite, natural",Concentration,"lime, hydraulic",0.0
"Graphite, natural",Concentration,"soda ash, dense",0.0
"Graphite, natural",Concentration,ammonium bicarbonate,0.0
"Graphite, natural",Concentration,lime,0.0
"Graphite, natural",Concentration,"limestone, crushed, washed",0.0
"Graphite, natural",Concentration,disodium disulphite,0.0
"Graphite, natural",Concentration,"nitric acid, without water, in 50% solution state",0.0
"Graphite, natural",Concentration,hydrogen fluoride,0.0
"Graphite, natural",Concentration,"nitrogen, liquid",0.0
"Graphite, natural",Concentration,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, natural",Concentration,iron sulfate,0.0
"Graphite, natural",Concentration,"aluminium sulfate, powder",0.0
"Graphite, natural",Concentration,"chlorine, liquid",0.0
"Graphite, natural",Concentration,"chlorine, gaseous",0.0
"Graphite, natural",Concentration,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, natural",Concentration,"lime, hydrated, packed",0.0
"Graphite, natural",Concentration,sodium hydrogen sulfite,0.0
"Graphite, natural",Concentration,sodium pyrophosphate,0.0
"Graphite, natural",Concentration,"ammonia, anhydrous, liquid",0.0
"Graphite, natural",Concentration,hydrogen sulfide,0.0
"Graphite, natural",Concentration,"oxygen, liquid",0.0
"Graphite, natural",Concentration,formaldehyde,0.0
"Graphite, natural",Concentration,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, natural",Concentration,naphthalene sulfonic acid,0.0
"Graphite, natural",Concentration,"sodium chloride, powder",0.0
"Graphite, natural",Concentration,"sodium sulfate, anhydrite",0.0
"Graphite, natural",Concentration,"sulfur dioxide, liquid",0.0
"Graphite, natural",Concentration,coal tar,0.0
"Graphite, natural",Refining,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, natural",Refining,"hydrochloric acid, without water, in 30% solution state",0.20047795713258804
"Graphite, natural",Refining,"soda ash, light",0.0
"Graphite, natural",Refining,"quicklime, milled, packed",0.0
"Graphite, natural",Refining,sulfuric acid,0.0
"Graphite, natural",Refining,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, natural",Refining,"quicklime, milled, loose",0.0
"Graphite, natural",Refining,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, natural",Refining,"carbon dioxide, liquid",0.0
"Graphite, natural",Refining,bentonite,0.0
"Graphite, natural",Refining,sulfur,0.0
"Graphite, natural",Refining,magnesium oxide,0.0
"Graphite, natural",Refining,"limestone, crushed, for mill",0.0
"Graphite, natural",Refining,"lime, hydraulic",0.0
"Graphite, natural",Refining,"soda ash, dense",0.0
"Graphite, natural",Refining,ammonium bicarbonate,0.0
"Graphite, natural",Refining,lime,0.01701880140655403
"Graphite, natural",Refining,"limestone, crushed, washed",0.0
"Graphite, natural",Refining,disodium disulphite,0.0
"Graphite, natural",Refining,"nitric acid, without water, in 50% solution state",0.35316512669736255
"Graphite, natural",Refining,hydrogen fluoride,0.2761350418313665
"Graphite, natural",Refining,"nitrogen, liquid",0.0006755293586505559
"Graphite, natural",Refining,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, natural",Refining,iron sulfate,0.0
"Graphite, natural",Refining,"aluminium sulfate, powder",0.0
"Graphite, natural",Refining,"chlorine, liquid",0.0
"Graphite, natural",Refining,"chlorine, gaseous",0.0
"Graphite, natural",Refining,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, natural",Refining,"lime, hydrated, packed",0.0
"Graphite, natural",Refining,sodium hydrogen sulfite,0.0
"Graphite, natural",Refining,sodium pyrophosphate,0.0
"Graphite, natural",Refining,"ammonia, anhydrous, liquid",0.0
"Graphite, natural",Refining,hydrogen sulfide,0.0
"Graphite, natural",Refining,"oxygen, liquid",0.0
"Graphite, natural",Refining,formaldehyde,0.0
"Graphite, natural",Refining,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, natural",Refining,naphthalene sulfonic acid,0.0
"Graphite, natural",Refining,"sodium chloride, powder",0.0
"Graphite, natural",Refining,"sodium sulfate, anhydrite",0.0
"Graphite, natural",Refining,"sulfur dioxide, liquid",0.0
"Graphite, natural",Refining,coal tar,0.0
"Lithium, brine",Mining,"neutralising agent, sodium hydroxide-equivalent",0.0
"Lithium, brine",Mining,"hydrochloric acid, without water, in 30% solution state",0.0
"Lithium, brine",Mining,"soda ash, light",0.0
"Lithium, brine",Mining,"quicklime, milled, packed",0.0
"Lithium, brine",Mining,sulfuric acid,0.0
"Lithium, brine",Mining,"sodium hydroxide, without water, in 50% solution state",0.0
"Lithium, brine",Mining,"quicklime, milled, loose",0.0
"Lithium, brine",Mining,"hydrogen peroxide, without water, in 50% solution state",0.0
"Lithium, brine",Mining,"carbon dioxide, liquid",0.0
"Lithium, brine",Mining,bentonite,0.0
"Lithium, brine",Mining,sulfur,0.0
"Lithium, brine",Mining,magnesium oxide,0.0
"Lithium, brine",Mining,"limestone, crushed, for mill",0.0
"Lithium, brine",Mining,"lime, hydraulic",0.0
"Lithium, brine",Mining,"soda ash, dense",0.0
"Lithium, brine",Mining,ammonium bicarbonate,0.0
"Lithium, brine",Mining,lime,0.0
"Lithium, brine",Mining,"limestone, crushed, washed",0.0
"Lithium, brine",Mining,disodium disulphite,0.0
"Lithium, brine",Mining,"nitric acid, without water, in 50% solution state",0.0
"Lithium, brine",Mining,hydrogen fluoride,0.0
"Lithium, brine",Mining,"nitrogen, liquid",0.0
"Lithium, brine",Mining,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Lithium, brine",Mining,iron sulfate,0.0
"Lithium, brine",Mining,"aluminium sulfate, powder",0.0
"Lithium, brine",Mining,"chlorine, liquid",0.0
"Lithium, brine",Mining,"chlorine, gaseous",0.0
"Lithium, brine",Mining,"iron (III) chloride, without water, in 40% solution state",0.0
"Lithium, brine",Mining,"lime, hydrated, packed",0.0
"Lithium, brine",Mining,sodium hydrogen sulfite,0.0
"Lithium, brine",Mining,sodium pyrophosphate,0.0
"Lithium, brine",Mining,"ammonia, anhydrous, liquid",0.0
"Lithium, brine",Mining,hydrogen sulfide,0.0
"Lithium, brine",Mining,"oxygen, liquid",0.0
"Lithium, brine",Mining,formaldehyde,0.0
"Lithium, brine",Mining,"hydrogen, gaseous, medium pressure, merchant",0.0
"Lithium, brine",Mining,naphthalene sulfonic acid,0.0
"Lithium, brine",Mining,"sodium chloride, powder",0.0
"Lithium, brine",Mining,"sodium sulfate, anhydrite",0.0
"Lithium, brine",Mining,"sulfur dioxide, liquid",0.0
"Lithium, brine",Mining,coal tar,0.0
"Lithium, brine",Concentration,"neutralising agent, sodium hydroxide-equivalent",0.08618983179861114
"Lithium, brine",Concentration,"hydrochloric acid, without water, in 30% solution state",0.10589976197745529
"Lithium, brine",Concentration,"soda ash, light",0.13844486023701816
"Lithium, brine",Concentration,"quicklime, milled, packed",0.053048466874784254
"Lithium, brine",Concentration,sulfuric acid,0.0
"Lithium, brine",Concentration,"sodium hydroxide, without water, in 50% solution state",0.0
"Lithium, brine",Concentration,"quicklime, milled, loose",0.0
"Lithium, brine",Concentration,"hydrogen peroxide, without water, in 50% solution state",0.0
"Lithium, brine",Concentration,"carbon dioxide, liquid",0.0
"Lithium, brine",Concentration,bentonite,0.0
"Lithium, brine",Concentration,sulfur,0.0
"Lithium, brine",Concentration,magnesium oxide,0.0
"Lithium, brine",Concentration,"limestone, crushed, for mill",0.0
"Lithium, brine",Concentration,"lime, hydraulic",0.0
"Lithium, brine",Concentration,"soda ash, dense",0.0
"Lithium, brine",Concentration,ammonium bicarbonate,0.0
"Lithium, brine",Concentration,lime,0.0
"Lithium, brine",Concentration,"limestone, crushed, washed",0.0
"Lithium, brine",Concentration,disodium disulphite,0.0
"Lithium, brine",Concentration,"nitric acid, without water, in 50% solution state",0.0
"Lithium, brine",Concentration,hydrogen fluoride,0.0
"Lithium, brine",Concentration,"nitrogen, liquid",0.0
"Lithium, brine",Concentration,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Lithium, brine",Concentration,iron sulfate,0.0
"Lithium, brine",Concentration,"aluminium sulfate, powder",0.0
"Lithium, brine",Concentration,"chlorine, liquid",0.0
"Lithium, brine",Concentration,"chlorine, gaseous",0.0
"Lithium, brine",Concentration,"iron (III) chloride, without water, in 40% solution state",0.0
"Lithium, brine",Concentration,"lime, hydrated, packed",0.0
"Lithium, brine",Concentration,sodium hydrogen sulfite,0.0
"Lithium, brine",Concentration,sodium pyrophosphate,0.0
"Lithium, brine",Concentration,"ammonia, anhydrous, liquid",0.0
"Lithium, brine",Concentration,hydrogen sulfide,0.0
"Lithium, brine",Concentration,"oxygen, liquid",0.0
"Lithium, brine",Concentration,formaldehyde,0.0
"Lithium, brine",Concentration,"hydrogen, gaseous, medium pressure, merchant",0.0
"Lithium, brine",Concentration,naphthalene sulfonic acid,0.0
"Lithium, brine",Concentration,"sodium chloride, powder",0.0
"Lithium, brine",Concentration,"sodium sulfate, anhydrite",0.0
"Lithium, brine",Concentration,"sulfur dioxide, liquid",0.0
"Lithium, brine",Concentration,coal tar,0.0
"Lithium, brine",Refining,"neutralising agent, sodium hydroxide-equivalent",0.0
"Lithium, brine",Refining,"hydrochloric acid, without water, in 30% solution state",0.0
"Lithium, brine",Refining,"soda ash, light",0.9663671057937758
"Lithium, brine",Refining,"quicklime, milled, packed",0.0
"Lithium, brine",Refining,sulfuric acid,0.0
"Lithium, brine",Refining,"sodium hydroxide, without water, in 50% solution state",0.0
"Lithium, brine",Refining,"quicklime, milled, loose",1.3876404311554646
"Lithium, brine",Refining,"hydrogen peroxide, without water, in 50% solution state",0.0
"Lithium, brine",Refining,"carbon dioxide, liquid",0.0
"Lithium, brine",Refining,bentonite,0.0
"Lithium, brine",Refining,sulfur,0.0
"Lithium, brine",Refining,magnesium oxide,0.0
"Lithium, brine",Refining,"limestone, crushed, for mill",0.0
"Lithium, brine",Refining,"lime, hydraulic",0.0
"Lithium, brine",Refining,"soda ash, dense",0.0
"Lithium, brine",Refining,ammonium bicarbonate,0.0
"Lithium, brine",Refining,lime,0.0
"Lithium, brine",Refining,"limestone, crushed, washed",0.0
"Lithium, brine",Refining,disodium disulphite,0.0
"Lithium, brine",Refining,"nitric acid, without water, in 50% solution state",0.0
"Lithium, brine",Refining,hydrogen fluoride,0.0
"Lithium, brine",Refining,"nitrogen, liquid",0.0
"Lithium, brine",Refining,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Lithium, brine",Refining,iron sulfate,0.0
"Lithium, brine",Refining,"aluminium sulfate, powder",0.0
"Lithium, brine",Refining,"chlorine, liquid",0.0
"Lithium, brine",Refining,"chlorine, gaseous",0.0
"Lithium, brine",Refining,"iron (III) chloride, without water, in 40% solution state",0.0
"Lithium, brine",Refining,"lime, hydrated, packed",0.0
"Lithium, brine",Refining,sodium hydrogen sulfite,0.0
"Lithium, brine",Refining,sodium pyrophosphate,0.0
"Lithium, brine",Refining,"ammonia, anhydrous, liquid",0.0
"Lithium, brine",Refining,hydrogen sulfide,0.0
"Lithium, brine",Refining,"oxygen, liquid",0.0
"Lithium, brine",Refining,formaldehyde,0.0
"Lithium, brine",Refining,"hydrogen, gaseous, medium pressure, merchant",0.0
"Lithium, brine",Refining,naphthalene sulfonic acid,0.0
"Lithium, brine",Refining,"sodium chloride, powder",0.0
"Lithium, brine",Refining,"sodium sulfate, anhydrite",0.0
"Lithium, brine",Refining,"sulfur dioxide, liquid",0.0
"Lithium, brine",Refining,coal tar,0.0
"Graphite, synthetic",Coating,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, synthetic",Coating,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, synthetic",Coating,"soda ash, light",0.0
"Graphite, synthetic",Coating,"quicklime, milled, packed",0.0
"Graphite, synthetic",Coating,sulfuric acid,0.0
"Graphite, synthetic",Coating,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Coating,"quicklime, milled, loose",0.0
"Graphite, synthetic",Coating,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Coating,"carbon dioxide, liquid",0.0
"Graphite, synthetic",Coating,bentonite,0.0
"Graphite, synthetic",Coating,sulfur,0.0
"Graphite, synthetic",Coating,magnesium oxide,0.0
"Graphite, synthetic",Coating,"limestone, crushed, for mill",0.0
"Graphite, synthetic",Coating,"lime, hydraulic",0.0
"Graphite, synthetic",Coating,"soda ash, dense",0.0
"Graphite, synthetic",Coating,ammonium bicarbonate,0.0
"Graphite, synthetic",Coating,lime,0.0
"Graphite, synthetic",Coating,"limestone, crushed, washed",0.0
"Graphite, synthetic",Coating,disodium disulphite,0.0
"Graphite, synthetic",Coating,"nitric acid, without water, in 50% solution state",0.0
"Graphite, synthetic",Coating,hydrogen fluoride,0.0
"Graphite, synthetic",Coating,"nitrogen, liquid",0.0
"Graphite, synthetic",Coating,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, synthetic",Coating,iron sulfate,0.0
"Graphite, synthetic",Coating,"aluminium sulfate, powder",0.0
"Graphite, synthetic",Coating,"chlorine, liquid",0.0
"Graphite, synthetic",Coating,"chlorine, gaseous",0.0
"Graphite, synthetic",Coating,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, synthetic",Coating,"lime, hydrated, packed",0.0
"Graphite, synthetic",Coating,sodium hydrogen sulfite,0.0
"Graphite, synthetic",Coating,sodium pyrophosphate,0.0
"Graphite, synthetic",Coating,"ammonia, anhydrous, liquid",0.0
"Graphite, synthetic",Coating,hydrogen sulfide,0.0
"Graphite, synthetic",Coating,"oxygen, liquid",0.0
"Graphite, synthetic",Coating,formaldehyde,0.0
"Graphite, synthetic",Coating,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, synthetic",Coating,naphthalene sulfonic acid,0.0
"Graphite, synthetic",Coating,"sodium chloride, powder",0.0
"Graphite, synthetic",Coating,"sodium sulfate, anhydrite",0.0
"Graphite, synthetic",Coating,"sulfur dioxide, liquid",0.0
"Graphite, synthetic",Coating,coal tar,0.09257977847483558
"Graphite, synthetic",Micronization,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, synthetic",Micronization,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, synthetic",Micronization,"soda ash, light",0.0
"Graphite, synthetic",Micronization,"quicklime, milled, packed",0.0
"Graphite, synthetic",Micronization,sulfuric acid,0.0
"Graphite, synthetic",Micronization,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Micronization,"quicklime, milled, loose",0.0
"Graphite, synthetic",Micronization,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Micronization,"carbon dioxide, liquid",0.0
"Graphite, synthetic",Micronization,bentonite,0.0
"Graphite, synthetic",Micronization,sulfur,0.0
"Graphite, synthetic",Micronization,magnesium oxide,0.0
"Graphite, synthetic",Micronization,"limestone, crushed, for mill",0.0
"Graphite, synthetic",Micronization,"lime, hydraulic",0.0
"Graphite, synthetic",Micronization,"soda ash, dense",0.0
"Graphite, synthetic",Micronization,ammonium bicarbonate,0.0
"Graphite, synthetic",Micronization,lime,0.0
"Graphite, synthetic",Micronization,"limestone, crushed, washed",0.0
"Graphite, synthetic",Micronization,disodium disulphite,0.0
"Graphite, synthetic",Micronization,"nitric acid, without water, in 50% solution state",0.0
"Graphite, synthetic",Micronization,hydrogen fluoride,0.0
"Graphite, synthetic",Micronization,"nitrogen, liquid",0.0
"Graphite, synthetic",Micronization,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, synthetic",Micronization,iron sulfate,0.0
"Graphite, synthetic",Micronization,"aluminium sulfate, powder",0.0
"Graphite, synthetic",Micronization,"chlorine, liquid",0.0
"Graphite, synthetic",Micronization,"chlorine, gaseous",0.0
"Graphite, synthetic",Micronization,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, synthetic",Micronization,"lime, hydrated, packed",0.0
"Graphite, synthetic",Micronization,sodium hydrogen sulfite,0.0
"Graphite, synthetic",Micronization,sodium pyrophosphate,0.0
"Graphite, synthetic",Micronization,"ammonia, anhydrous, liquid",0.0
"Graphite, synthetic",Micronization,hydrogen sulfide,0.0
"Graphite, synthetic",Micronization,"oxygen, liquid",0.0
"Graphite, synthetic",Micronization,formaldehyde,0.0
"Graphite, synthetic",Micronization,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, synthetic",Micronization,naphthalene sulfonic acid,0.0
"Graphite, synthetic",Micronization,"sodium chloride, powder",0.0
"Graphite, synthetic",Micronization,"sodium sulfate, anhydrite",0.0
"Graphite, synthetic",Micronization,"sulfur dioxide, liquid",0.0
"Graphite, synthetic",Micronization,coal tar,0.0
"Graphite, synthetic",Graphitization,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, synthetic",Graphitization,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, synthetic",Graphitization,"soda ash, light",0.0
"Graphite, synthetic",Graphitization,"quicklime, milled, packed",0.0
"Graphite, synthetic",Graphitization,sulfuric acid,0.0
"Graphite, synthetic",Graphitization,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Graphitization,"quicklime, milled, loose",0.0
"Graphite, synthetic",Graphitization,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Graphitization,"carbon dioxide, liquid",0.0
"Graphite, synthetic",Graphitization,bentonite,0.0
"Graphite, synthetic",Graphitization,sulfur,0.0
"Graphite, synthetic",Graphitization,magnesium oxide,0.0
"Graphite, synthetic",Graphitization,"limestone, crushed, for mill",0.0
"Graphite, synthetic",Graphitization,"lime, hydraulic",0.0
"Graphite, synthetic",Graphitization,"soda ash, dense",0.0
"Graphite, synthetic",Graphitization,ammonium bicarbonate,0.0
"Graphite, synthetic",Graphitization,lime,0.0
"Graphite, synthetic",Graphitization,"limestone, crushed, washed",0.0
"Graphite, synthetic",Graphitization,disodium disulphite,0.0
"Graphite, synthetic",Graphitization,"nitric acid, without water, in 50% solution state",0.0
"Graphite, synthetic",Graphitization,hydrogen fluoride,0.0
"Graphite, synthetic",Graphitization,"nitrogen, liquid",0.0
"Graphite, synthetic",Graphitization,"phosphoric acid, fertiliser grade, without water, in 70% solution state",0.0
"Graphite, synthetic",Graphitization,iron sulfate,0.0
"Graphite, synthetic",Graphitization,"aluminium sulfate, powder",0.0
"Graphite, synthetic",Graphitization,"chlorine, liquid",0.0
"Graphite, synthetic",Graphitization,"chlorine, gaseous",0.0
"Graphite, synthetic",Graphitization,"iron (III) chloride, without water, in 40% solution state",0.0
"Graphite, synthetic",Graphitization,"lime, hydrated, packed",0.0
"Graphite, synthetic",Graphitization,sodium hydrogen sulfite,0.0
"Graphite, synthetic",Graphitization,sodium pyrophosphate,0.0
"Graphite, synthetic",Graphitization,"ammonia, anhydrous, liquid",0.0
"Graphite, synthetic",Graphitization,hydrogen sulfide,0.0
"Graphite, synthetic",Graphitization,"oxygen, liquid",0.0
"Graphite, synthetic",Graphitization,formaldehyde,0.0
"Graphite, synthetic",Graphitization,"hydrogen, gaseous, medium pressure, merchant",0.0
"Graphite, synthetic",Graphitization,naphthalene sulfonic acid,0.0
"Graphite, synthetic",Graphitization,"sodium chloride, powder",0.0
"Graphite, synthetic",Graphitization,"sodium sulfate, anhydrite",0.0
"Graphite, synthetic",Graphitization,"sulfur dioxide, liquid",0.0
"Graphite, synthetic",Graphitization,coal tar,0.0
"Graphite, synthetic",Milling,"neutralising agent, sodium hydroxide-equivalent",0.0
"Graphite, synthetic",Milling,"hydrochloric acid, without water, in 30% solution state",0.0
"Graphite, synthetic",Milling,"soda ash, light",0.0
"Graphite, synthetic",Milling,"quicklime, milled, packed",0.0
"Graphite, synthetic",Milling,sulfuric acid,0.0
"Graphite, synthetic",Milling,"sodium hydroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Milling,"quicklime, milled, loose",0.0
"Graphite, synthetic",Milling,"hydrogen peroxide, without water, in 50% solution state",0.0
"Graphite, synthetic",Milling,"carbon dioxide, liquid",0.0
