Raw material,Impact category,BAU,ONSITE_ELEC,ENERGY_EFF,PROCESS_HEAT,CHEMICALS_DECARB,GLOBAL_ELEC
"Graphite, natural","Energy resources, non-renewable",104.95279299194226,28.83107232956841,28.05486787631967,25.459294116639377,21.55196649071216,16.891836181617485
"Graphite, natural","Ecotoxicity, freshwater",56.50323234203884,40.178667554390586,39.52177015064131,42.377580740366454,41.268281076901175,40.73447393079021
"Graphite, natural",Climate change,10.560489127376108,2.5990449951041907,2.5280604832003233,2.1611929540105557,1.829798619545873,1.4659158507027013
"Graphite, natural",Acidification,0.06447998341842959,0.024238008126486382,0.023667713255339486,0.021620715162886276,0.020686086716423607,0.019008310381111768
"Graphite, natural","Eutrophication, terrestrial",0.1490879695705307,0.056833569456872776,0.05552813012322111,0.05432900419829288,0.05272347667328692,0.04919657573349495
"Graphite, natural","Human toxicity, carcinogenic",2.2128571563892026e-08,2.7350298022365388e-08,2.6211118391741783e-08,3.2059446697595404e-08,2.772995180709642e-08,2.790559054329865e-08
"Graphite, synthetic",Photochemical oxidant formation,0.14175314119094592,0.03908153315576592,0.038465790747770595,0.03886494623439252,0.03832669394609531,0.03540096314100154
"Graphite, synthetic",Climate change,43.87147798772766,10.807972588689871,10.64995192476988,10.331840936806586,10.10970777986832,9.133767347204682
"Graphite, synthetic","Ecotoxicity, freshwater",197.07273654925393,129.27758192187773,126.83497896604456,134.38027598244727,134.64188018457614,133.20689012003285
"Graphite, synthetic","Energy resources, non-renewable",555.1026204305455,238.9726721108414,236.90878545024037,230.44452840213447,227.61775729983785,215.22889835893957
"Graphite, synthetic","Eutrophication, freshwater",0.007148695184046798,0.0019739896680471152,0.0019041375548666448,0.002172749233151763,0.0021151694494422973,0.0017501685583158396
"Graphite, synthetic","Eutrophication, marine",0.042540048859004344,0.005804126760190687,0.005644464329536807,0.0060028117909477945,0.005833545772297544,0.004852462259284325
"Graphite, synthetic","Eutrophication, terrestrial",0.451886590291572,0.06875837817767343,0.06670337131530545,0.07265956658558093,0.07126707102180212,0.0616524623822811
"Graphite, synthetic","Human toxicity, carcinogenic",4.959746962666443e-08,7.128305556775759e-08,6.677491292605426e-08,7.893074423588691e-08,7.973001272850148e-08,8.016447726663647e-08
"Graphite, synthetic","Human toxicity, non-carcinogenic",2.449458012521042e-07,1.5018265432404278e-07,1.4426142825693444e-07,1.67828499243744e-07,1.6940710646864829e-07,1.6701368133940268e-07
"Graphite, synthetic",Ionising radiation,1.5579914729519595,0.14033321476395808,0.13400030678039354,0.15431773798916276,0.1308129030390605,0.00783875115945509
"Graphite, synthetic",Land use,85.25673480348674,42.29227012386944,40.36603211523096,45.97601265053736,46.058026319166295,44.898720863535
"Graphite, synthetic","Material resources, minerals/metals",2.6469832971231883e-05,0.0001393963611348571,0.0001313657709924615,0.00016853813775340957,0.0001731738597698232,0.00017788143091357976
"Graphite, synthetic",Ozone depletion,2.880612962388478e-07,2.3813471106479412e-07,2.3595504245658175e-07,2.2747552776614408e-07,2.259149852168828e-07,2.2003008816889177e-07
"Graphite, synthetic",Particulate matter formation,3.0613981916289033e-06,6.646087249897789e-07,6.52749157560793e-07,6.887044191256706e-07,6.801713027447878e-07,6.386021189665486e-07
"Graphite, synthetic",Acidification,0.20560726670650897,0.03848422404942484,0.037432623600463594,0.04099032606689016,0.040266531573247506,0.03572947664614248
"Graphite, synthetic",Water use,4.377836847431393,1.007900627252916,0.9642334309425994,1.099206606985211,1.071235596302251,0.7952762776250983
